,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,pose
row_287,286.55540476494247,320.9189928938454,281.51376520518494,218.38727069131113,177.61193653580833,374.2325480232846,387.64029718283933,743.1745750300039,363.0716182793692,340.3086834037592,298.67038688159226,364.1606788218629,389.4932605321946,463.24939287601876,537.5360453030104,285.40847920130193,298.30353668704635,551.9123737134424,326.11960995929087,550.8284669477423,557.5733135651311,537.5360453030104,356.4337245547901,350.202798389733,376.7333274346723,4
row_288,259.43399931389104,324.0771513081414,297.7935526501539,252.84184780213894,209.46837470128995,366.43143969916116,433.62656745176486,509.82349886995206,439.6055049700811,420.2296990932459,421.5412198113015,517.3287156151299,460.6788469204984,565.2079263421559,693.8623782854926,246.0101623917191,261.83964558485025,551.9123737134424,297.122870206923,975.5708415954293,709.4145473557757,701.5012473260472,523.0420633180471,512.2577476232058,530.7212074149666,4
row_289,515.6403785585454,513.3001071498037,513.3001071498037,508.36916282144443,485.74080053884484,520.0346142325528,460.7830292013802,443.3565156846124,595.8691131448248,571.9090836837618,546.7375970243861,790.4804128162561,607.5236620906218,537.7080992508854,664.2808141140312,555.6192857136945,515.6403785585454,551.9123737134424,543.9089997416847,655.0763314301624,674.5227942775545,686.1756334933499,789.2594645531603,794.1783243773126,803.7967387468432,4
row_290,552.2513988988476,576.366966010931,541.3725861545839,508.36916282144443,485.74080053884484,622.220758846714,706.5689153840887,743.1745750300039,680.9367463858883,655.5139542352499,684.5744162168027,790.4804128162561,712.9463237845083,832.4125457451918,923.4141987108429,555.6192857136945,552.7307144343027,551.9123737134424,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_291,242.98148077579904,287.34648075102643,318.6534167398806,369.4455304913026,424.2416764062673,256.7255343747482,188.36666371733614,130.11533345459327,341.4747428434496,349.9857139941572,409.59003894137857,477.12681752339176,330.31046002208285,293.1091946698363,348.6215713348788,555.6192857136945,240.33310217279683,551.9123737134424,253.33179824096302,348.1910395171019,348.1910395171019,360.75615032872275,469.046905969968,477.12681752339176,491.39190062515274,4
row_292,577.4703455589732,650.0038461424671,597.5759365971826,489.1155282752736,381.91360279518716,697.2072862499358,805.0155278005512,906.4678703627613,743.3895344972244,720.5137056295321,646.5183678751904,764.7025565538538,789.2863865543355,911.1843940718037,1088.1066124236172,573.3550383488401,600.546417856272,551.9123737134424,631.5694736131568,1106.2318925071722,1128.8813046551882,1088.1066124236172,736.5717887619645,735.6643256268445,778.163221952824,4
row_293,3366.78140068523,3163.4338937300395,2893.9393566555605,2389.8713354488355,1881.1241320019262,3569.926890007693,4252.703728218085,4664.192641819161,3555.478730072787,3317.981313991988,3392.2654672062445,3485.427520405495,3798.623434877429,4475.649338364211,5019.77738550227,3228.762301563867,3366.78140068523,2963.5073814654147,569.461772433292,5405.720766003365,5405.720766003365,5066.440269064661,3688.2367060697175,3619.6238754876176,3485.427520405495,4
row_294,667.200119904066,676.1730547722233,645.0689885585882,587.2180174347513,537.9386582129973,726.102609828666,796.3127526292669,869.9683902303577,823.510169943274,796.3127526292669,796.0401999899251,790.4804128162561,835.0239517522836,927.854514457951,1040.6445118290876,667.200119904066,667.200119904066,631.7602393313464,569.461772433292,1101.4249860975553,1101.4249860975553,1057.2137910564732,789.2594645531603,794.1783243773126,803.7967387468432,4
row_295,233.3452377915607,276.55198426335687,259.2778432492835,240.63457773146402,222.14409737825582,289.0847626562147,329.9121095079718,373.5264381539813,337.2906758272455,334.2528982671654,321.29737004837125,398.36289987899227,347.2002304146701,413.08715787349286,504.03372903011166,555.6192857136945,232.94849216082082,551.9123737134424,252.40047543536838,516.0746070094905,522.1685551620282,509.4487216590106,398.7041509691114,389.88203344088583,407.0012284993744,4
row_296,628.0740402213739,591.8048664889467,519.5767508270554,404.82094807457776,305.3604427557702,661.762041824703,755.6354941372196,870.3769298413188,651.0069124056979,610.0467195223657,625.3127217640787,585.5911543047761,693.6295841441597,819.0738672427536,919.9706517058031,626.1317752677945,552.7307144343027,578.5576894312269,569.461772433292,994.152905744383,986.646846647776,927.2545497327042,598.8430512246092,586.297705948096,574.708621825008,4
row_297,579.76546982379,531.8646444350292,498.31716807671796,466.47615158762403,487.40947877529015,565.685424949238,637.1938480556761,710.5153059575846,573.5503465259175,551.7100687861333,714.4676339765155,790.4804128162561,590.2677358622949,562.7361726422072,694.6653870749572,569.7438020724754,579.76546982379,534.7447989461889,569.461772433292,697.0566691453429,699.8056873161293,710.1549126775087,889.692081565302,794.1783243773126,803.7967387468432,4
row_298,552.2513988988476,420.1809134170661,479.6415328138296,570.6767911874462,660.0378777009695,361.3820692840197,266.9026039588224,184.27153876819935,531.9323265228388,567.7252856796146,703.1656988221197,844.6804129373428,497.51884386422995,487.0821285984531,923.4141987108429,555.6192857136945,552.7307144343027,429.563732174866,356.4056677439347,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,844.6804129373428,4
row_299,210.64662351910604,257.93410011086166,227.69497139814047,156.98407562552325,110.34491379306978,284.92981591964013,360.30265055922087,411.5191368575707,314.2244420792246,297.83384629689084,257.26251184344756,337.7336228449871,339.2005306599623,448.4027207767589,555.0423407272638,210.64662351910604,221.41589825484527,551.9123737134424,243.0164603478538,589.1222284042591,583.4655088349267,569.2538976590323,343.21130517510636,343.21130517510636,345.3230371695465,4
row_300,911.8777330322306,907.5709338668796,796.553827434154,508.36916282144443,485.74080053884484,999.6504389035199,706.5689153840887,743.1745750300039,1029.9538824627052,977.2000818665541,969.1197036486257,994.5813189478274,1084.8801777154931,1230.0215445267615,1356.4851639439335,906.36030363206,938.4338016077639,849.3209051942616,569.461772433292,1421.0172412747145,1421.0172412747145,1343.5988984812395,1012.0894229266503,1012.0894229266503,994.4093724417525,4
row_301,289.3734611190183,315.06983352901307,296.2195131992489,224.8599564173221,202.25231766286387,338.15528977083886,365.6131835697395,388.4906691286163,386.08030252785494,370.8503741402993,397.7587208346286,790.4804128162561,402.67232335982567,460.2477593644536,923.4141987108429,285.4767941532201,295.1948509036023,279.0286723618202,308.65028754238995,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_302,450.5518838047401,523.3096597617896,464.69129537791,343.99563950724723,266.7376988728815,583.2820929876041,690.7155709841787,789.2838526157748,629.7491564107092,597.0393621864474,560.5863002250412,717.3541663641467,662.9788835249582,817.8465626265113,986.8317992444305,555.6192857136945,450.5518838047401,551.9123737134424,493.0770730829005,1029.1185548808262,1019.4312139619818,1012.5023456762952,703.7868995654864,689.8702776609528,740.3546447480423,4
row_303,194.64069461446135,256.7255343747482,234.93190502781866,183.53473785635242,164.28329190760695,297.4104907362886,380.0052631214468,461.6925383845834,339.4377704381173,328.8662342047295,684.5744162168027,790.4804128162561,361.52178357603844,435.1746775721216,923.4141987108429,555.6192857136945,205.64532574313475,551.9123737134424,252.6064132202506,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_304,725.2530592834477,718.0006963784924,629.2487584413656,530.1254568496028,466.93254330791723,794.8465260665105,927.5780290627846,999.1641506779554,851.0963517722303,811.1405550211381,937.2432981888961,1022.3864240100218,933.0251872270115,1130.6679441816682,1313.5790802231893,691.901727126042,719.3608274016594,636.1485675532092,569.461772433292,1409.9432612697576,1388.571928277394,1334.7947407747754,1038.0390166077573,1011.1206654005248,1048.268095479396,4
row_305,445.8261993198695,516.9487402054482,505.4305095658552,460.92515661439006,417.1953978653168,558.8309225517143,641.775661738586,717.8439941937245,659.939391156491,661.9365528508,653.1592455136803,771.3475221973556,685.6238035541065,824.1965784932621,988.0005060727449,555.6192857136945,439.3278957680698,551.9123737134424,459.8271414346917,1014.4003154573642,1014.4003154573642,997.6697850491414,781.5529412650176,781.5529412650176,794.547040772288,4
row_306,421.07125287770475,474.45547736326114,501.85655321017776,558.1290173427645,611.6289724988508,447.6650533602104,387.48677396783495,330.3891644712338,542.981583481429,567.0811229445043,656.6490691381508,747.0274426016758,531.2447646800861,485.40807574658254,569.7385365235531,555.6192857136945,435.19765624368887,551.9123737134424,449.4496634774577,565.7428744579997,573.1884506861596,589.1018587646792,743.0558525440736,743.0558525440736,755.6354941372196,4
row_307,628.0740402213739,591.8048664889467,519.5767508270554,404.82094807457776,305.3604427557702,661.762041824703,755.6354941372196,870.3769298413188,651.0069124056979,610.0467195223657,625.3127217640787,585.5911543047761,693.6295841441597,819.0738672427536,919.9706517058031,626.1317752677945,552.7307144343027,578.5576894312269,569.461772433292,994.152905744383,986.646846647776,927.2545497327042,598.8430512246092,586.297705948096,574.708621825008,4
row_308,584.1951728660551,662.5896165802782,613.8020853662848,508.36916282144443,485.74080053884484,662.5896165802782,669.8059420459033,616.3537945044226,749.0106808317222,727.3905415937163,669.3466964137494,771.8996048709962,771.0415034224811,884.4399357785694,1020.5449524641234,555.6192857136945,609.619553492176,551.9123737134424,635.2605764566223,1019.0632953845409,1039.8485466643688,1042.8000767165297,780.3242915608869,752.1735172152765,784.6049961604884,4
row_309,237.49736840647307,260.155722597063,260.155722597063,289.8723857148176,316.21827904155066,260.155722597063,285.9545418418809,316.21827904155066,320.55108797194873,324.81533215043896,351.2406582387637,381.861231339344,320.55108797194873,351.2406582387637,381.861231339344,223.6604569431083,233.52944139872386,551.9123737134424,242.7447218787671,372.3251267373718,385.6591759572174,387.4970967633177,372.3251267373718,372.3251267373718,396.042926966257,4
row_310,266.1766330841233,244.0430289928397,230.4886114323222,175.88916964952674,130.23056476879765,263.9488586828896,305.8970415025291,340.3321906608307,279.3796699833401,267.9178978717174,260.6012279326404,264.39364591457183,290.66303514551004,339.4142012350102,377.068959210381,261.30824709526485,261.30824709526485,232.12496634356245,569.461772433292,397.31347825111595,397.31347825111595,367.0490430446591,276.81221071332817,272.6187814513153,272.6187814513153,4
row_311,590.9619277076993,613.5380998764462,567.387874385768,542.0332093147061,487.3109889998378,654.6220283491841,717.2684295296984,762.200104959321,679.5586803212802,638.200595424354,684.5744162168027,790.4804128162561,699.8114031651671,832.4125457451918,923.4141987108429,590.9619277076993,614.1433057520044,570.8984147814741,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_312,469.69458161660754,557.7212565430871,516.7059124879452,438.49059282953834,365.48324174987835,592.6153896077961,678.4578100368511,769.3822197061744,666.1268647937868,630.5085249225422,595.8741477862586,708.6557697500247,683.6000292568748,812.603839518372,949.2591848383664,555.6192857136945,490.9786146055651,551.9123737134424,512.4109678763716,985.8194560871681,976.639646952754,949.2591848383664,699.9214241613125,710.6989517369503,733.3239393337708,4
row_313,371.098369708087,417.17142759302203,364.16617086159994,282.7949787390151,195.04102132628407,488.2058991859889,598.7428496441523,688.0130812709887,470.91931368335275,438.0707705382773,494.619045326805,790.4804128162561,504.3431371596128,510.0627412387617,923.4141987108429,555.6192857136945,387.17696212455616,551.9123737134424,425.5690308281372,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_314,451.36681313539214,495.69849707256526,450.8713785549045,386.33922917560415,338.14346067904376,525.8944761071369,599.9083263299485,646.3574862256954,550.4588994648011,536.9813777031751,493.7904413817667,546.3497048594426,572.3006203037002,656.6681049053624,742.854629116626,555.6192857136945,448.2186966202994,551.9123737134424,479.27027865287033,762.2138807447684,762.2138807447684,742.854629116626,535.0,535.0,546.3497048594426,4
row_315,156.6780137734711,387.72283915188694,409.3079525247463,440.7777217600726,472.36638322387,167.7647161950331,120.20815280171308,83.73768566183328,395.37956446938426,405.664886328605,457.38933087687997,476.3297177376192,374.9306602559999,378.8469347902923,377.48244992317194,555.6192857136945,155.3319027115808,395.27838291512984,177.12425017484196,366.28404278646923,369.3805625638685,373.56257842562337,498.6481725625794,498.6481725625794,479.11793955142196,4
row_316,351.86360993998795,375.22526567383494,330.9289954053588,268.57587382339466,224.95555116511352,418.9140723346496,491.58112250166806,550.7558442722147,440.40890090914377,401.62171256046406,365.58036052282677,446.4011648730321,466.4118351843143,535.7284760025362,632.6531435154653,350.64654568382673,365.5379597251153,551.9123737134424,396.42527669158534,642.7021082896804,655.1038085677719,637.6339075049256,436.4000458295118,436.1249820865574,461.64163590386863,4
row_317,230.0630348404541,218.6343980255623,191.70811146114815,139.51702405083043,107.29864864013899,246.03251817595168,293.027302482209,351.92754936208104,268.00186566514793,256.7372197403407,232.54461937443318,297.7414986191881,283.47133893923035,348.1278500780999,923.4141987108429,218.87439320304236,228.70505022845472,200.82081565415473,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,308.0259729308553,304.59973736035954,293.2047066470796,4
row_318,531.6737721573259,593.5899257905241,532.0939766620179,451.3236089548164,339.882332579968,655.7621520033007,761.0814673870334,866.3330768243817,680.9001395212076,636.1336337594483,541.2734983351762,650.572824516979,716.9825660363019,858.4130707299371,1017.0437552042685,555.6192857136945,550.5724293859982,551.9123737134424,574.8573736154038,1070.848728812805,1070.848728812805,1035.4371057674146,648.4103638900291,634.6975657744404,675.0185182644992,4
row_319,725.2530592834477,718.0006963784924,629.2487584413656,530.1254568496028,466.93254330791723,794.8465260665105,927.5780290627846,999.1641506779554,851.0963517722303,811.1405550211381,937.2432981888961,1022.3864240100218,933.0251872270115,1130.6679441816682,1313.5790802231893,691.901727126042,719.3608274016594,636.1485675532092,569.461772433292,1409.9432612697576,1388.571928277394,1334.7947407747754,1038.0390166077573,1011.1206654005248,1048.268095479396,4
row_320,445.8261993198695,516.9487402054482,505.4305095658552,460.92515661439006,417.1953978653168,558.8309225517143,641.775661738586,717.8439941937245,659.939391156491,661.9365528508,653.1592455136803,771.3475221973556,685.6238035541065,824.1965784932621,988.0005060727449,555.6192857136945,439.3278957680698,551.9123737134424,459.8271414346917,1014.4003154573642,1014.4003154573642,997.6697850491414,781.5529412650176,781.5529412650176,794.547040772288,4
row_321,671.0208640571469,786.7210433184052,743.3128547253841,508.36916282144443,1526.9672557065526,855.409258776172,706.5689153840887,1526.9672557065526,680.9367463858883,655.5139542352499,866.552941256332,1090.6044195765942,712.9463237845083,866.552941256332,1090.6044195765942,671.0208640571469,694.7611100227185,551.9123737134424,718.8080411347664,1116.2817744637775,1116.2817744637775,1118.900353025237,1116.2817744637775,1087.0901526552432,1118.900353025237,4
row_322,515.3882032022076,478.1683803849853,385.21682206258856,272.1709021919867,203.0,571.6161299333671,765.0026143746177,916.5484166152926,713.5334610233776,682.3210388079793,684.5744162168027,790.4804128162561,776.4251412724861,977.941204776647,923.4141987108429,458.15499560738175,511.7430996115141,408.5902593063129,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_323,337.19134033957636,381.70145401871343,342.7608495729931,289.4995682207488,247.759964481754,411.41827864109297,482.43652432211223,544.4088537119873,475.5638758358334,460.2021295039822,462.3948529125297,560.0437482911491,499.7299270606074,588.2329470541412,696.7955223736731,337.19134033957636,348.3231258472512,551.9123737134424,370.0729657783719,726.749613002993,715.2342273689088,707.5422248883808,562.9253947016425,562.9253947016425,577.1351661439459,4
row_324,251.79356624028344,263.60007587252323,254.33245958783948,222.31958978011812,206.42189806316577,283.93837359539833,299.47453981933086,335.8005360329254,319.7624117997611,312.166622174761,349.1718774471965,398.0175875511031,327.96341259353915,394.1218085820677,429.7964634568321,251.79356624028344,552.7307144343027,241.01452238402564,569.461772433292,452.59805567412684,443.71725231277634,429.7964634568321,405.73143826920784,404.1905491225642,398.0175875511031,4
row_325,474.16874633404507,539.6378415196622,479.1294188421329,384.0377585602749,287.1114766079545,600.3615577300066,678.5631879198871,782.9074019320548,651.4000307031002,600.6804474926747,554.8666506468018,667.2720584589167,687.0997016445284,825.9255414382098,973.8998921860501,453.05187340965716,474.16874633404507,551.9123737134424,516.6236541235796,982.7151163994579,999.826484946263,973.8998921860501,667.2705598181295,654.2186178946606,680.6592392673444,4
row_326,445.1539059696096,509.87253309037936,485.8158087176662,508.36916282144443,485.74080053884484,527.0265647953621,458.44301717879836,403.33856745915085,647.7422326821063,620.6142118901242,607.4545250469372,715.6905755981421,661.3297210922854,795.9729894914776,908.0352416068442,436.4057744805859,455.1593127686173,551.9123737134424,482.2551192055923,943.5189452257968,946.8289180205683,934.94919648075,731.9562828475482,731.9562828475482,738.7299912687992,4
row_327,710.8621526006291,648.5445243003752,567.6838909111302,446.4179655883038,315.41242841714404,730.3458085044372,863.1135498878465,999.5729087965519,759.3484048840821,714.2786571079945,753.6000265392777,780.7099333299147,830.3041611361465,1018.71291343538,1095.785106670099,680.828906554356,552.7307144343027,624.0873336320807,569.461772433292,1166.308706989706,1166.308706989706,1089.3493470875171,1166.308706989706,1166.308706989706,1089.3493470875171,4
row_328,514.4171459039833,79.39773296511683,559.128786595718,406.90170803278767,286.2446506050375,79.39773296511683,111.73182178770737,1074.918136417839,112.71202242884297,112.71202242884297,696.3138660115853,926.2640012437059,112.71202242884297,1097.599198250436,1315.694873441407,65.39113089708727,539.4821591118654,65.39113089708727,589.8550669444147,1373.2461541908647,1393.5813575102102,1336.400014965579,912.5130136058334,912.5130136058334,936.0924099681612,4
row_329,373.73921389118374,462.61214856508036,415.8389111182358,346.95388742598055,298.8394217635953,504.79005536955657,622.5086344782698,767.6262111210117,597.4386997843377,579.1070712743888,513.1276644267,684.9496331848057,627.636837669683,810.5041640855401,982.3303924851353,364.1785276481852,386.90696556149,551.9123737134424,413.84175719712,1017.5386970528443,1005.6490441500952,993.9079434233333,688.7234568388099,675.3517601961217,688.862831048388,4
row_330,197.44872752185566,237.11811402758752,214.21717951648975,168.80758276807353,146.4547711752676,254.4720023892609,309.594896598765,356.32008082621445,297.08752918963125,282.24280327406046,334.8566857627304,790.4804128162561,298.9180489699476,378.74661714660897,456.2477397204286,195.1127878945919,204.6191584383046,551.9123737134424,225.80079716422614,473.36772175550794,477.0010482168776,456.2477397204286,789.2594645531603,794.1783243773126,803.7967387468432,4
row_331,355.1013939707925,418.0071769718793,378.6000528261981,297.0151511286924,236.07202290826416,452.29415207362564,538.8821763614009,613.1834961901698,520.2470566951821,489.14721710339927,467.7713116470483,568.6000351741108,542.3513621260668,659.0371764931019,787.7220321915593,349.17760523836574,349.17760523836574,551.9123737134424,398.7793876318083,818.8491924646443,820.3913700179933,799.155804583812,579.7257972524596,565.9911660087992,586.9463348552404,4
row_332,770.444676793863,839.2806443615866,786.6110856071125,681.4367175314227,603.2346143914489,866.2055183384599,706.5689153840887,743.1745750300039,871.6203301896991,846.6888448538814,784.0975704591872,852.8657573147136,927.573177706212,1020.8329931972222,1163.9746560814801,767.0312901049083,794.4664876506749,551.9123737134424,820.9579770000411,1156.9809851505772,1172.2205423895284,1163.9746560814801,825.3702199619271,825.3702199619271,864.085643903427,4
row_333,303.7252047492931,355.6880655855633,310.4126286090822,240.74052421642685,195.28952864913163,393.38784932938637,469.92978198875625,743.1745750300039,407.6824744822863,390.0371777151506,684.5744162168027,790.4804128162561,442.2273171119125,832.4125457451918,923.4141987108429,301.4796842243271,315.1031577118833,551.9123737134424,342.4748165924029,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_334,552.2513988988476,576.366966010931,541.3725861545839,508.36916282144443,485.74080053884484,622.220758846714,706.5689153840887,743.1745750300039,680.9367463858883,655.5139542352499,684.5744162168027,790.4804128162561,712.9463237845083,832.4125457451918,923.4141987108429,555.6192857136945,552.7307144343027,551.9123737134424,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_335,259.43399931389104,324.0771513081414,297.7935526501539,252.84184780213894,209.46837470128995,366.43143969916116,433.62656745176486,509.82349886995206,439.6055049700811,420.2296990932459,421.5412198113015,517.3287156151299,460.6788469204984,565.2079263421559,693.8623782854926,246.0101623917191,261.83964558485025,551.9123737134424,297.122870206923,975.5708415954293,709.4145473557757,701.5012473260472,523.0420633180471,512.2577476232058,530.7212074149666,4
row_336,482.9254600867509,551.2023222012041,492.11787205912367,409.26519519744164,355.8272052555847,605.2387958483824,687.1630083175316,770.201272395729,678.0007374627257,644.0776350720463,559.0715517713273,651.160502487674,687.0997016445284,808.4478956618045,956.6216598007804,478.498693833118,499.50875868196744,551.9123737134424,524.6722786654542,973.6138865073772,991.3707681790905,956.6216598007804,654.8404385802697,641.5925498320565,674.8229397404922,4
row_337,221.37072977247917,224.0200883849482,204.35263639111682,169.92056967889437,138.2208377922808,244.6630335788388,267.88430338487547,297.6995129320839,282.4553061990516,271.31162894354526,285.3646789636026,320.8800398902992,293.4569815151788,350.7948118202434,397.37262110014575,209.3895890439637,216.6748716395143,199.32385707686876,569.461772433292,422.35648450094857,422.35648450094857,400.4996878900157,331.4528624103283,318.7287247801804,320.8800398902992,4
row_338,244.3951718017359,251.82930726982514,231.70886905770354,223.60679774997897,216.5386801474508,251.82930726982514,264.62237244798484,772.6991652642055,278.6000717874997,260.5551764981844,282.842712474619,280.6652810733811,278.6000717874997,1001.8153522481076,355.0281678965769,244.3951718017359,244.3951718017359,740.7901187245953,244.3951718017359,366.4560000873229,366.4560000873229,366.4560000873229,294.00680264238787,870.2746692855078,280.6652810733811,4
row_339,301.51782700198675,333.2041416309227,303.40237309553135,270.20177645604036,242.20033030530738,353.79372521287036,371.46870662277865,402.9900743194552,361.26029397098154,351.8707148939792,336.14431424612854,376.0119678946403,379.6682762623182,432.0416646574726,480.3925478189686,297.80866340655706,308.8462400612965,551.9123737134424,322.49030993194197,494.7656010678188,494.7656010678188,480.3925478189686,369.15308477649216,369.15308477649216,382.4042363782075,4
row_340,429.1037170661657,502.0776832323859,469.77654262425665,508.36916282144443,485.74080053884484,536.7327081518323,706.5689153840887,743.1745750300039,642.1977888470187,636.6804536029043,632.8135586410898,770.3330448578719,670.7861059980297,833.6935887962675,968.8617032373609,413.43681500321185,425.90374499410075,551.9123737134424,465.8948379194601,997.5354630287587,997.5354630287587,979.2267357461192,785.7359607399931,762.357527673204,793.4765276931637,4
row_341,579.5394723398916,558.7888688941468,518.9296676814691,408.7358560244012,338.0177510131679,615.1138106074354,698.4969577600177,782.6678733664746,625.0,590.3905487048382,602.276514567852,790.4804128162561,659.9045385508422,792.2455427454294,886.4863225115207,576.584772605035,552.7307144343027,536.7327081518323,569.461772433292,929.1770552483525,946.2568361708147,879.991477231456,789.2594645531603,794.1783243773126,803.7967387468432,4
row_342,249.55961211702507,285.63088068344433,246.73872821265817,196.82479518597245,127.94530081249565,326.0076686214605,392.10330271498606,471.1698207652948,356.21622646926124,329.8620923962012,282.9911659398576,374.94532934815976,390.00641020372984,473.84596653342953,586.8236532383472,555.6192857136945,263.3704615176121,551.9123737134424,290.05689097140925,596.8056635120012,608.0994984375501,598.3059418056953,368.1548587211637,368.1548587211637,389.991025537768,4
row_343,314.74592928265173,360.46220328905497,316.6528067142308,241.4787775354182,485.74080053884484,404.2820797413608,461.07808449328843,743.1745750300039,452.48756889001936,428.29078906742785,400.40979009010255,473.19340654747083,469.65519266798276,569.7236172039912,674.5405843980035,555.6192857136945,311.4498354470588,551.9123737134424,342.4748165924029,708.6049675242194,701.5140768366662,681.5409011937581,464.6859154310576,464.6859154310576,490.15609758524886,4
row_344,371.46466857562643,423.4631034694758,373.80476187443094,289.35963782117227,207.73540863319377,472.8900506460249,562.8187985488757,649.465164577747,500.6006392325124,473.102525886303,454.0539615508271,541.5025392368904,543.051562929341,667.0607168766574,785.812318559591,371.46466857562643,388.1816585053962,551.9123737134424,424.7940677551889,806.8190627395959,813.2976085050293,785.812318559591,539.6925050433812,539.6925050433812,570.3402493249096,4
row_345,450.5652006091904,466.51259361350577,442.7934055516184,538.0334562088124,577.4495648972298,491.9562988721661,530.4535794958877,590.8705441972886,509.40455435733986,509.40455435733986,684.5744162168027,790.4804128162561,520.1278688937942,832.4125457451918,923.4141987108429,442.6036601746533,456.27732794869394,429.95116001704196,456.27732794869394,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_346,260.72207424765554,299.3409427392117,260.8006901831358,202.14846029589245,145.2618325645109,338.7048862948393,418.0071769718793,483.663105890867,377.9735440477283,356.78564993564413,330.34678748248785,417.77505909280893,410.47411611452435,505.40478826382326,600.5239379075575,258.0620080523284,271.64682954159434,551.9123737134424,298.9314302645341,621.8842335997915,632.8854556710875,616.3091756578025,422.0189569201839,413.75959203382826,432.3251091481965,4
row_347,292.5149568825499,334.3560975965595,298.3186216111894,246.81369491987272,190.24457942343588,371.20614219056233,443.85695894060285,505.21480580046347,408.24012541640246,388.329756778952,515.4046953608397,640.0781202322104,408.24012541640246,339.44955442598535,419.04772997834027,289.8413359063886,289.8413359063886,551.9123737134424,318.2860348805772,415.5237658666469,420.1809134170661,427.1416626834709,671.6933824298108,661.2087416240048,803.7967387468432,4
row_348,647.9112593557855,669.664094901317,648.908314016703,648.6424284611669,626.5221464561329,693.1413997158155,731.229786045399,759.582121959173,790.5555008979445,781.5433449272024,812.502923071665,851.5973226824988,800.071246827431,876.7394139651759,943.9412057962085,647.9112593557855,647.9112593557855,636.1234156985577,569.461772433292,972.4700509527273,972.4700509527273,961.6366257583994,789.2594645531603,794.1783243773126,851.5973226824988,4
row_349,622.0490334370756,762.2925947429898,678.1157718266107,586.8236532383472,517.9285665031424,830.1355311032048,964.283153435753,1112.2958239605146,1003.0603172292282,955.272212513271,979.3574424080311,1209.4052257204778,1037.7769509870607,1307.3339282677553,1512.6668503011495,555.6192857136945,622.0490334370756,551.9123737134424,669.4072004393141,1577.5176702655347,1572.224538671242,1531.2354489104541,1215.076129302193,1215.076129302193,1238.4268246448798,4
row_350,372.13438432910226,413.25173925828796,381.3790765104976,324.45955063767195,275.3343422096125,442.712096062441,519.5709768645665,468.27449215177205,496.4876634922564,486.8921851909312,461.7813335335243,740.9649114499282,517.0038684574807,461.7813335335243,564.5325499915838,365.44356609468446,372.13438432910226,551.9123737134424,397.17502439101077,561.6903061296323,566.4803615307419,564.5325499915838,789.2594645531603,794.1783243773126,740.9649114499282,4
row_351,508.64722549130255,518.3840275317132,495.3867176257353,448.4863431588525,380.4024184991468,552.7938132794179,597.5257316634992,652.3342701407001,594.1060511390201,579.1243389808444,577.8001384561966,603.1227072495282,624.3564686939666,697.699792174256,752.8412847340401,508.64722549130255,508.64722549130255,491.0824777977728,569.461772433292,811.0055486863206,795.2515325354614,765.2202297378187,608.7109330380061,608.7109330380061,593.4526097339196,4
row_352,284.74023249270556,261.8854711510358,291.62475889402805,352.7321930303499,402.1392793548026,222.14409737825582,174.41330224498358,134.9518432626987,304.25154066988716,320.2639536382451,416.2655402504512,480.82637198889165,287.9756934187328,294.6794869005985,323.81785003300854,273.7918917718346,552.7307144343027,262.90872941003687,569.461772433292,326.52411855787926,323.81785003300854,330.58886853613205,509.132595695856,501.39405660617876,477.195976512795,4
row_353,600.3615577300066,712.9859746166119,636.4542403032601,508.36916282144443,485.74080053884484,764.3853740097334,903.6780400120388,743.1745750300039,831.7818223548769,809.3219384151155,722.7205545714056,895.2373986826065,876.240263854612,1070.1051350217883,1251.5630227839108,555.6192857136945,619.7168708369976,551.9123737134424,674.4627491566899,1315.2357203178449,1301.396557548851,1287.1713172689952,879.9232921113068,879.9232921113068,929.3266379481436,4
row_354,195.49424543960367,180.0999722376436,154.02921800749363,101.07423014794622,90.0,225.85393509965684,280.8131051072937,338.09466130064817,264.8244701684495,247.83260479605988,290.6613149354417,346.0,284.1918366174511,369.17746410093883,436.4309796519949,178.84350701101786,193.31321734428818,166.0873264279969,569.461772433292,479.30992061504423,479.30992061504423,434.1946568072896,355.0,355.0,355.0,4
